CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCGCE3187,TUXTEPEC (CERVECERA),GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.13763,18.07974,2022,12.1,Aceptable,15.05,Buena calidad,66.3,Buena calidad,24196,Fuertemente contaminada,7701,Fuertemente contaminada,,,96.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3191,"COMPAÑIA INDUSTRIAL AZUCARERA, S.A DE C.V. (AGUAS ARRIBA)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,RÍO SAN JUAN,ARROYO HUEYAPAN(AGUA ARRIBA DE LA DESCARGA),LÓTICO,DESCARGA,-95.18366,18.16055,2022,8.1,Aceptable,11.7,Buena calidad,98,Aceptable,48840,Fuertemente contaminada,12910,Fuertemente contaminada,,,93,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3192,CATEMACO (PUENTE),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,CATEMACO,RÍO SAN JUAN,LAGUNA DE CATEMACO,LÉNTICO (HUMEDAL),LAGO,-95.11869,18.41616,2022,6.32,Aceptable,14.21,Buena calidad,13.9,Excelente,1376,Contaminada,183,Buena calidad,,,,,118.9,Buena calidad,,,59.8,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGCE3195,LAGUNA EL MARQUES,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ANGEL R. CABADA,LLANURAS DE PAPALOAPAN,LAGUNA EL MARQUES,LÉNTICO (HUMEDAL),LAGUNA,-95.46394,18.66557,2022,2.4,Excelente,71.63,Contaminada,36,Buena calidad,280,Aceptable,210,Buena calidad,,,,,70,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
OCGCE3198,LERDO DE TEJADA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,RIO SAN AGUSTIN,LÓTICO (HUMEDAL),RÍO,-95.55255,18.65561,2022,<2,Excelente,61.21,Contaminada,12,Excelente,24000,Fuertemente contaminada,11000,Fuertemente contaminada,,,51,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3203,TLACOTALPAN I,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,LLANURAS DE PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.67234,18.61371,2022,<2,Excelente,60.38,Contaminada,18,Excelente,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,70,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3204,PUENTE TLACOTALPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.63918,18.71248,2022,<2,Excelente,64.96,Contaminada,44,Buena calidad,24000,Fuertemente contaminada,4600,Fuertemente contaminada,,,70,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3205,DESEMBOCADURA RIO PAPALOAPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,RIO PAPALOAPAN,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,-95.74882,18.7911,2022,,,,,23,Excelente,150,Buena calidad,,,7701,Fuertemente contaminada,,,69,Buena calidad,67,Buena calidad,66,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Rojo,"ENT_FEC,",ND,ND,SI,SI,ND,NO,SI,SI,COSTERO
OCGCE3207W1,SIST. LAGUNAR ALVARADO (ALVARADO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,LAGUNA ALVARADO,LÉNTICO - COSTERO,LAGUNA,-95.818557,18.773116,2022,<2,Excelente,33.29,Aceptable,26,Buena calidad,750,Aceptable,430,Buena calidad,,,,,69,Buena calidad,,,67,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,COSTERO
OCGCE3208,SIST. LAGUNAR ALVARADO (CAMARONERA),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,LAGUNA LA CAMARONERA,COSTERO (HUMEDAL),LAGUNA,-95.89516,18.833084,2022,,,,,24,Excelente,<3,Excelente,,,10,Excelente,,,70,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGCE3210,RIO COATZACOALCOS (EL TRIUNFO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JESÚS CARRANZA,ALTO RÍO COATZACOALCOS,RIO COATZACOALCOS,LÓTICO (HUMEDAL),RÍO,-94.967069,17.424576,2022,<2,Excelente,<10,Excelente,29.4,Buena calidad,9208,Contaminada,94,Excelente,,,90.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGCE3212,PROGRESO DE ZARAGOZA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COAHUITLÁN,RÍO TECOLUTLA,RIO NECAXA,LÓTICO,RÍO,-97.70474,20.27275,2022,2.57,Excelente,34.54,Aceptable,24,Excelente,11000,Fuertemente contaminada,4600,Fuertemente contaminada,,,68.5,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3213,TUXTEPEC (COL. V.B.A.),GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.13129,18.10179,2022,13,Aceptable,62.1,Contaminada,84,Aceptable,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,87.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3214,PUENTE ENTABLADERO (ESPINAL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ESPINAL,RÍO TECOLUTLA,RIO NECAXA,LÓTICO,RÍO,-97.55879,20.26732,2022,2.43,Excelente,31.21,Aceptable,31,Buena calidad,24000,Fuertemente contaminada,11000,Fuertemente contaminada,,,69.3,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3216,PUENTE ESPINAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ESPINAL,RÍO TECOLUTLA,RIO TECOLUTLA,LÓTICO (HUMEDAL),RÍO,-97.39753,20.24127,2022,<2,Excelente,27.88,Aceptable,22,Excelente,2400,Contaminada,930,Contaminada,,,92.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3217,PASO VALENCIA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,RÍO TECOLUTLA,RIO  TECOLUTLA,LÓTICO,RÍO,-97.31859,20.2731,2022,<2,Excelente,13.71,Buena calidad,24,Excelente,930,Aceptable,750,Aceptable,,,90.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3218,PUENTE REMOLINO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,RÍO TECOLUTLA,RIO  TECOLUTLA,LÓTICO (HUMEDAL),RÍO,-97.23894,20.39775,2022,<2,Excelente,30.38,Aceptable,23,Excelente,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,87.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3219,PUENTE TECOLUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,GUTIÉRREZ ZAMORA,RÍO TECOLUTLA,RIO TECOLUTLA,LÓTICO (HUMEDAL),RÍO,-97.08289,20.43678,2022,<2,Excelente,28.71,Aceptable,13,Excelente,24000,Fuertemente contaminada,11000,Fuertemente contaminada,,,91.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3222,BARRA DE TECOLUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TECOLUTLA,RÍO TECOLUTLA,BARRA DE TECOLUTLA,COSTERO (HUMEDAL),OCÉANO-MAR,-97.00035,20.47427,2022,,,,,19,Excelente,24000,Fuertemente contaminada,,,24196,Fuertemente contaminada,,,99.1,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"CF,ENT_FEC,",ND,ND,SI,NO,ND,NO,SI,SI,COSTERO
OCGCE3223,PLAYA TECOLUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TECOLUTLA,RÍO TECOLUTLA,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,-97.00723,20.48045,2022,,,,,<10,Excelente,<3,Excelente,,,52,Excelente,,,69.9,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGCE3224,ESCAMELA (FIRIOB),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN,RÍO BLANCO,RIO ESCAMELA,LÓTICO A - TIPO 5,ARROYO,-97.04185,18.85185,2022,640,Fuertemente contaminada,1181.6,Fuertemente contaminada,210.8,Contaminada,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,,,,,,,,,1.79,Toxicidad moderada,24.39,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,SST,CF,E_COLI,TOX_L,",NO,NO,NO,NO,NO,ND,ND,NO,LOTICO
OCGCE3225,RIO CALZADAS I,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,RÍO HUAZUNTLÁN,RIO CALZADAS,LÓTICO A - TIPO 7 (HUMEDAL),RÍO,-94.48667,18.10983,2022,<2,Excelente,<10,Excelente,28.3,Buena calidad,1439,Contaminada,512,Buena calidad,,,49.1,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGCE3226M1,PLAYA TORTUGUERO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,RÍO COLIPA,GOLFO DE MEXICO,COSTERO,OCEANO-MAR,-96.7032,20.1528,2022,,,,,31,Buena calidad,<3,Excelente,,,1506,Fuertemente contaminada,,,72.8,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,SI,ND,NO,SI,SI,COSTERO
OCGCE3231,BARRA NAUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TECOLUTLA,RÍO NAUTLA,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,-96.78797,20.24276,2022,,,,,<10,Excelente,230,Aceptable,,,10,Excelente,,,91.7,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGCE3232,PUENTE NAUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,RÍO NAUTLA,RIO BOBOS,LÓTICO - COSTERO,RÍO,-96.77969,20.21126,2022,<2,Excelente,32.46,Aceptable,<10,Excelente,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,85.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,COSTERO
OCGCE3233,EL RAUDAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,RÍO MISANTLA,RIO MISANTLA,LÓTICO - COSTERO,RÍO,-96.7206,20.15772,2022,,,,,48,Buena calidad,<3,Excelente,,,24196,Fuertemente contaminada,,,60.9,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,SI,ND,NO,SI,SI,COSTERO
OCGCE3234,COATZACOALCOS (PUNTA LA PIEDRA),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,RÍO HUAZUNTLÁN,RIO COATZACOALCOS,LÓTICO A - TIPO 7 (HUMEDAL),RÍO,-94.4245,18.10693,2022,<2,Excelente,17.47,Buena calidad,13.4,Excelente,830,Aceptable,201,Buena calidad,,,68.2,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3235,PANGA JICALTEPEC,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-96.85088,20.17025,2022,<2,Excelente,45.38,Contaminada,87,Aceptable,930,Aceptable,430,Buena calidad,,,89.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3236,EL PITAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-96.89745,20.15212,2022,<2,Excelente,47.46,Contaminada,11,Excelente,430,Aceptable,70,Excelente,,,92.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3237,PUNTILLA ALDAMA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,RÍO VEGA DE SAN MARCOS,LÓTICO,RÍO,-96.9134,20.17439,2022,5,Buena calidad,58.29,Contaminada,274.6,Contaminada,2400,Contaminada,430,Buena calidad,,,46.4,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,",SI,NO,NO,NO,SI,ND,SI,SI,LOTICO
OCGCE3238,TRES ENCINOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,ESTERO TRES ENCINOS,LÓTICO - COSTERO (HUMEDAL),RÍO,-96.90388,20.23582,2022,,,,,13,Excelente,230,Aceptable,,,452,Contaminada,,,<10,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,,,<1,No Toxico,<1,No Toxico,Rojo,"ENT_FEC,OD%S,OD%F,",ND,ND,SI,SI,ND,NO,NO,SI,COSTERO
OCGCE3239,FELIPE CARRILLO PUERTO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-96.95467,20.13239,2022,<2,Excelente,37.88,Aceptable,18,Excelente,390,Aceptable,230,Buena calidad,,,86.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3240,MARTINEZ DE LA TORRE (CITROFRUT),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,ARROYO LA BASINICA AFLUENTE AL RIO BOBOS,LÓTICO,ARROYO,-96.9304,20.14386,2022,4.33,Buena calidad,52.88,Contaminada,18,Excelente,11000,Fuertemente contaminada,2400,Fuertemente contaminada,,,16.3,Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,",SI,NO,SI,NO,NO,ND,NO,SI,LOTICO
OCGCE3241,MARTINEZ DE LA TORRE  (INGENIO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,RIO BOBOS,LÓTICO,RÍO,-97.04068,20.06192,2022,<2,Excelente,35.79,Aceptable,<10,Excelente,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,99.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3243,MARTINEZ DE LA TORRE (CITROSOL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,ARROYO EL DIAMANTE,LÓTICO,RÍO,-97.06351,20.07838,2022,780,Fuertemente contaminada,1581.6,Fuertemente contaminada,65.7,Buena calidad,11000,Fuertemente contaminada,2100,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,1.4,Toxicidad moderada,13.51,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCGCE3244,MARTINEZ DE LA TORRE,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN,RÍO NAUTLA,RIO BOBOS,LÓTICO,RÍO,-97.0937,20.04443,2022,<2,Excelente,27.46,Aceptable,12,Excelente,4600,Contaminada,2400,Fuertemente contaminada,,,98.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3245,RIO BOBOS (EL FILO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ATZALAN,RÍO NAUTLA,RIO BOBOS,LÓTICO,RÍO,-97.1641,19.92772,2022,<2,Excelente,26.63,Aceptable,<10,Excelente,2100,Contaminada,930,Contaminada,,,92.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3247,LAS MARGARITAS,GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO TONTO,RIO TONTO,LÓTICO (HUMEDAL),RÍO,-96.28731,18.25753,2022,<2,Excelente,18.29,Buena calidad,11,Excelente,4600,Contaminada,750,Aceptable,,,66,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGCE3251,PUENTE CAZONES,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN,RÍO CAZONES,RIO CAZONES,LÓTICO,RÍO,-97.47523,20.54354,2022,<2,Excelente,48.71,Contaminada,<10,Excelente,11000,Fuertemente contaminada,4600,Fuertemente contaminada,,,77.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3254,RIO CAZONES (INF. LAS GAVIOTAS),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,RÍO CAZONES,RIO CAZONES,LÓTICO,RÍO,-97.44784,20.56088,2022,<2,Excelente,32.04,Aceptable,<10,Excelente,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,66.5,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3262,RIO PIXQUIAC (RANCHO VIEJO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLALNELHUAYOCAN,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.97829,19.52013,2022,<2,Excelente,37.04,Aceptable,<10,Excelente,430,Aceptable,230,Buena calidad,,,72,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3266,SEDEÑO (PUENTE CARRETERA XALAPA-BANDERILLA),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.93164,19.57801,2022,<2,Excelente,28.71,Aceptable,12,Excelente,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,64,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3268,XALAPA-CASTILLO (PUENTE EL TRONCONAL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,RIO SEDEÑO,LÓTICO,RÍO,-96.89091,19.5712,2022,6,Buena calidad,54.54,Contaminada,50,Buena calidad,24000,Fuertemente contaminada,2100,Fuertemente contaminada,,,26.4,Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,",SI,NO,SI,NO,NO,ND,NO,SI,LOTICO
OCGCE3271,ARROYO LIMPIO I,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,ARROYO LIMPIO,LÓTICO,ARROYO,-96.83925,19.51609,2022,36,Contaminada,83.29,Contaminada,88.9,Aceptable,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,34,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,",NO,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3272,ARROYO LIMPIO II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,RÍO ACTOPAN,ARROYO LIMPIO,LÓTICO,ARROYO,-96.83752,19.51563,2022,20,Aceptable,38.71,Aceptable,30,Buena calidad,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,41,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3281M1,PLAN DE SEDEÑO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ACAJETE,RÍO ACTOPAN,ARROYO EL CABLE,LÓTICO,RÍO,-97.00477,19.56974,2022,<2,Excelente,32.04,Aceptable,33,Buena calidad,930,Aceptable,230,Buena calidad,,,37.5,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGCE3282,LA ORDUÑA III (PUENTE),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATEPEC,RÍO LA ANTIGUA,RIO PIXQUIAC,LÓTICO,RÍO,-96.93832,19.4499,2022,<2,Excelente,30.38,Aceptable,12,Excelente,4600,Contaminada,2400,Fuertemente contaminada,,,54.3,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGCE3284,RIO COATZACOALCOS (API),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,LLANURAS DE COATZACOALCOS,RIO COATZACOALCOS,LÓTICO A - TIPO 7 (HUMEDAL),RÍO,-94.41321,18.13351,2022,4.64,Buena calidad,<10,Excelente,12,Excelente,1539,Contaminada,327,Buena calidad,,,62.4,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGCE3285,CASCADA TEXOLO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,XICO,RÍO LA ANTIGUA,CASCADAS DE TEXOLO Y SU ENTORNO,LÓTICO (HUMEDAL),RÍO,-96.99237,19.40213,2022,<2,Excelente,26.21,Aceptable,<10,Excelente,24000,Fuertemente contaminada,40,Excelente,,,62,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGCE3293M1,COETZALA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COETZALA,RÍO LA ANTIGUA,RIO LOS PESCADOS,LÓTICO,RÍO,-96.701399,19.313621,2022,2.25,Excelente,45.38,Contaminada,92,Aceptable,2100,Contaminada,1500,Fuertemente contaminada,,,63,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
